prompt,prompt_template,gene_misspelled,gene,chr_name,start,end,igscreen_link_gene,igscreen_link_region
"What ccres are near EXOC4, like in the region chr7:133253072-134067137?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,EXOC4,7,133253072,134067137,https://igscreen.wenglab.org/gene/EXOC4,https://igscreen.wenglab.org/region/chr7:133253072-134067137/browser
"What ccres are near RFC4, like in the region chr3:186789880-186807058?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,RFC4,3,186789880,186807058,https://igscreen.wenglab.org/gene/RFC4,https://igscreen.wenglab.org/region/chr3:186789880-186807058/browser
"What ccres are near FAM221A, like in the region chr7:23680130-23703249?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,FAM221A,7,23680130,23703249,https://igscreen.wenglab.org/gene/FAM221A,https://igscreen.wenglab.org/region/chr7:23680130-23703249/browser
"What ccres are near SLC22A12, like in the region chr11:64590641-64602353?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,SLC22A12,11,64590641,64602353,https://igscreen.wenglab.org/gene/SLC22A12,https://igscreen.wenglab.org/region/chr11:64590641-64602353/browser
"What ccres are near GLRA3, like in the region chr4:174636920-174829247?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,GLRA3,4,174636920,174829247,https://igscreen.wenglab.org/gene/GLRA3,https://igscreen.wenglab.org/region/chr4:174636920-174829247/browser
"What ccres are near HNRNPF, like in the region chr10:43385617-43409186?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,HNRNPF,10,43385617,43409186,https://igscreen.wenglab.org/gene/HNRNPF,https://igscreen.wenglab.org/region/chr10:43385617-43409186/browser
"What ccres are near PLA2G4E, like in the region chr15:41981394-42051190?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,PLA2G4E,15,41981394,42051190,https://igscreen.wenglab.org/gene/PLA2G4E,https://igscreen.wenglab.org/region/chr15:41981394-42051190/browser
"What ccres are near ZNF518A, like in the region chr10:96129715-96205288?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,ZNF518A,10,96129715,96205288,https://igscreen.wenglab.org/gene/ZNF518A,https://igscreen.wenglab.org/region/chr10:96129715-96205288/browser
"What ccres are near TOMM20, like in the region chr1:235109341-235128837?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,TOMM20,1,235109341,235128837,https://igscreen.wenglab.org/gene/TOMM20,https://igscreen.wenglab.org/region/chr1:235109341-235128837/browser
"What ccres are near PEX19, like in the region chr1:160276807-160286348?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,PEX19,1,160276807,160286348,https://igscreen.wenglab.org/gene/PEX19,https://igscreen.wenglab.org/region/chr1:160276807-160286348/browser
"What ccres are near RSPH6A, like in the region chr19:45795713-45815308?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,RSPH6A,19,45795713,45815308,https://igscreen.wenglab.org/gene/RSPH6A,https://igscreen.wenglab.org/region/chr19:45795713-45815308/browser
"What ccres are near MYH11, like in the region chr16:15703135-15858438?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,MYH11,16,15703135,15858438,https://igscreen.wenglab.org/gene/MYH11,https://igscreen.wenglab.org/region/chr16:15703135-15858438/browser
"What ccres are near PKD2, like in the region chr4:88007635-88077777?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,PKD2,4,88007635,88077777,https://igscreen.wenglab.org/gene/PKD2,https://igscreen.wenglab.org/region/chr4:88007635-88077777/browser
"What ccres are near NIF3L1, like in the region chr2:200889327-200903938?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,NIF3L1,2,200889327,200903938,https://igscreen.wenglab.org/gene/NIF3L1,https://igscreen.wenglab.org/region/chr2:200889327-200903938/browser
"What ccres are near PPP1R26, like in the region chr9:135479079-135488893?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,PPP1R26,9,135479079,135488893,https://igscreen.wenglab.org/gene/PPP1R26,https://igscreen.wenglab.org/region/chr9:135479079-135488893/browser
"What ccres are near GATM, like in the region chr15:45361124-45402327?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,GATM,15,45361124,45402327,https://igscreen.wenglab.org/gene/GATM,https://igscreen.wenglab.org/region/chr15:45361124-45402327/browser
"What ccres are near EPB41L5, like in the region chr2:120013077-120179119?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,EPB41L5,2,120013077,120179119,https://igscreen.wenglab.org/gene/EPB41L5,https://igscreen.wenglab.org/region/chr2:120013077-120179119/browser
"What ccres are near FCER1G, like in the region chr1:161215234-161220699?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,FCER1G,1,161215234,161220699,https://igscreen.wenglab.org/gene/FCER1G,https://igscreen.wenglab.org/region/chr1:161215234-161220699/browser
"What ccres are near ZSCAN5A, like in the region chr19:56219670-56368383?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,ZSCAN5A,19,56219670,56368383,https://igscreen.wenglab.org/gene/ZSCAN5A,https://igscreen.wenglab.org/region/chr19:56219670-56368383/browser
"What ccres are near PKD1L1, like in the region chr7:47740202-47948466?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,PKD1L1,7,47740202,47948466,https://igscreen.wenglab.org/gene/PKD1L1,https://igscreen.wenglab.org/region/chr7:47740202-47948466/browser
"What ccres are near FLNA, like in the region chrX:154348524-154374634?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,FLNA,X,154348524,154374634,https://igscreen.wenglab.org/gene/FLNA,https://igscreen.wenglab.org/region/chrX:154348524-154374634/browser
"What ccres are near RERE, like in the region chr1:8352397-8848921?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,RERE,1,8352397,8848921,https://igscreen.wenglab.org/gene/RERE,https://igscreen.wenglab.org/region/chr1:8352397-8848921/browser
"What ccres are near C4orf3, like in the region chr4:119296419-119304445?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,C4orf3,4,119296419,119304445,https://igscreen.wenglab.org/gene/C4orf3,https://igscreen.wenglab.org/region/chr4:119296419-119304445/browser
"What ccres are near FOXN2, like in the region chr2:48314637-48379295?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,FOXN2,2,48314637,48379295,https://igscreen.wenglab.org/gene/FOXN2,https://igscreen.wenglab.org/region/chr2:48314637-48379295/browser
"What ccres are near ZNF324B, like in the region chr19:58451611-58457833?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,ZNF324B,19,58451611,58457833,https://igscreen.wenglab.org/gene/ZNF324B,https://igscreen.wenglab.org/region/chr19:58451611-58457833/browser
"What ccres are near PHETA2, like in the region chr22:42074248-42079438?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,PHETA2,22,42074248,42079438,https://igscreen.wenglab.org/gene/PHETA2,https://igscreen.wenglab.org/region/chr22:42074248-42079438/browser
"What ccres are near TXLNG, like in the region chrX:16786432-16844519?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,TXLNG,X,16786432,16844519,https://igscreen.wenglab.org/gene/TXLNG,https://igscreen.wenglab.org/region/chrX:16786432-16844519/browser
"What ccres are near TAS2R10, like in the region chr12:10825219-10826358?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,TAS2R10,12,10825219,10826358,https://igscreen.wenglab.org/gene/TAS2R10,https://igscreen.wenglab.org/region/chr12:10825219-10826358/browser
"What ccres are near PHF21B, like in the region chr22:44881162-45010005?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,PHF21B,22,44881162,45010005,https://igscreen.wenglab.org/gene/PHF21B,https://igscreen.wenglab.org/region/chr22:44881162-45010005/browser
"What ccres are near GOLGA6A, like in the region chr15:74069857-74082550?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,GOLGA6A,15,74069857,74082550,https://igscreen.wenglab.org/gene/GOLGA6A,https://igscreen.wenglab.org/region/chr15:74069857-74082550/browser
"What ccres are near HMBOX1, like in the region chr8:28890395-29064764?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,HMBOX1,8,28890395,29064764,https://igscreen.wenglab.org/gene/HMBOX1,https://igscreen.wenglab.org/region/chr8:28890395-29064764/browser
"What ccres are near C6orf52, like in the region chr6:10671418-10694797?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,C6orf52,6,10671418,10694797,https://igscreen.wenglab.org/gene/C6orf52,https://igscreen.wenglab.org/region/chr6:10671418-10694797/browser
"What ccres are near SLC25A51, like in the region chr9:37879400-37904353?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,SLC25A51,9,37879400,37904353,https://igscreen.wenglab.org/gene/SLC25A51,https://igscreen.wenglab.org/region/chr9:37879400-37904353/browser
"What ccres are near DLG4, like in the region chr17:7187187-7219836?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,DLG4,17,7187187,7219836,https://igscreen.wenglab.org/gene/DLG4,https://igscreen.wenglab.org/region/chr17:7187187-7219836/browser
"What ccres are near IDH3G, like in the region chrX:153785766-153794512?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,IDH3G,X,153785766,153794512,https://igscreen.wenglab.org/gene/IDH3G,https://igscreen.wenglab.org/region/chrX:153785766-153794512/browser
"What ccres are near OTUBB1, like in the region chr11:63985853-64001811?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",True,OTUB1,11,63985853,64001811,https://igscreen.wenglab.org/gene/OTUB1,https://igscreen.wenglab.org/region/chr11:63985853-64001811/browser
"What ccres are near NDGR3, like in the region chr20:36651766-36746090?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",True,NDRG3,20,36651766,36746090,https://igscreen.wenglab.org/gene/NDRG3,https://igscreen.wenglab.org/region/chr20:36651766-36746090/browser
"What ccres are near MUC21, like in the region chr6:30983718-30989903?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,MUC21,6,30983718,30989903,https://igscreen.wenglab.org/gene/MUC21,https://igscreen.wenglab.org/region/chr6:30983718-30989903/browser
"What ccres are near SKIL, like in the region chr3:170357342-170396835?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,SKIL,3,170357342,170396835,https://igscreen.wenglab.org/gene/SKIL,https://igscreen.wenglab.org/region/chr3:170357342-170396835/browser
"What ccres are near CYP4B1, like in the region chr1:46757838-46819413?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,CYP4B1,1,46757838,46819413,https://igscreen.wenglab.org/gene/CYP4B1,https://igscreen.wenglab.org/region/chr1:46757838-46819413/browser
"What ccres are near CCDC27, like in the region chr1:3746460-3771645?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,CCDC27,1,3746460,3771645,https://igscreen.wenglab.org/gene/CCDC27,https://igscreen.wenglab.org/region/chr1:3746460-3771645/browser
"What ccres are near RAB7A, like in the region chr3:128693669-128825942?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,RAB7A,3,128693669,128825942,https://igscreen.wenglab.org/gene/RAB7A,https://igscreen.wenglab.org/region/chr3:128693669-128825942/browser
"What ccres are near CCDC187, like in the region chr9:136249973-136306901?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,CCDC187,9,136249973,136306901,https://igscreen.wenglab.org/gene/CCDC187,https://igscreen.wenglab.org/region/chr9:136249973-136306901/browser
"What ccres are near NDUFS7, like in the region chr19:1383527-1395589?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,NDUFS7,19,1383527,1395589,https://igscreen.wenglab.org/gene/NDUFS7,https://igscreen.wenglab.org/region/chr19:1383527-1395589/browser
"What ccres are near MAGEC3, like in the region chrX:141838316-141897832?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,MAGEC3,X,141838316,141897832,https://igscreen.wenglab.org/gene/MAGEC3,https://igscreen.wenglab.org/region/chrX:141838316-141897832/browser
"What ccres are near GGCX, like in the region chr2:85544720-85561532?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,GGCX,2,85544720,85561532,https://igscreen.wenglab.org/gene/GGCX,https://igscreen.wenglab.org/region/chr2:85544720-85561532/browser
"What ccres are near EVX2, like in the region chr2:176077472-176083962?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,EVX2,2,176077472,176083962,https://igscreen.wenglab.org/gene/EVX2,https://igscreen.wenglab.org/region/chr2:176077472-176083962/browser
"What ccres are near OR1F1, like in the region chr16:3188204-3224779?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,OR1F1,16,3188204,3224779,https://igscreen.wenglab.org/gene/OR1F1,https://igscreen.wenglab.org/region/chr16:3188204-3224779/browser
"What ccres are near MAP6D1, like in the region chr3:183815922-183825594?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,MAP6D1,3,183815922,183825594,https://igscreen.wenglab.org/gene/MAP6D1,https://igscreen.wenglab.org/region/chr3:183815922-183825594/browser
"What ccres are near TMEM184B, like in the region chr22:38219291-38273010?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,TMEM184B,22,38219291,38273010,https://igscreen.wenglab.org/gene/TMEM184B,https://igscreen.wenglab.org/region/chr22:38219291-38273010/browser
"What ccres are near EENG, like in the region chr9:127811130-127854773?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",True,ENG,9,127811130,127854773,https://igscreen.wenglab.org/gene/ENG,https://igscreen.wenglab.org/region/chr9:127811130-127854773/browser
"What ccres are near TMSB4Y, like in the region chrY:13703899-13706024?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,TMSB4Y,Y,13703899,13706024,https://igscreen.wenglab.org/gene/TMSB4Y,https://igscreen.wenglab.org/region/chrY:13703899-13706024/browser
"What ccres are near HIGD1A, like in the region chr3:42782908-42804490?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,HIGD1A,3,42782908,42804490,https://igscreen.wenglab.org/gene/HIGD1A,https://igscreen.wenglab.org/region/chr3:42782908-42804490/browser
"What ccres are near XXYLT1, like in the region chr3:195068284-195271159?","What ccres are near {gene}, like in the region chr{chr}:{start}-{end}?",False,XXYLT1,3,195068284,195271159,https://igscreen.wenglab.org/gene/XXYLT1,https://igscreen.wenglab.org/region/chr3:195068284-195271159/browser
